ID,c_length,n,name_biome,code_biome,year,geometry
22014,0,28,Amazônia,1,2019,"list(list(c(-64.5053831406142, -64.5053831406142, -64.5553831406142, -64.6053831406142, -64.6053831406142, -64.5553831406142, -64.5053831406142, -9.41872129431453, -9.36098626739556, -9.33211875393608, -9.36098626739556, -9.41872129431453, -9.44758880777401, -9.41872129431453)))"
22015,0,37,Amazônia,1,2019,"list(list(c(-64.5053831406142, -64.5053831406142, -64.5553831406142, -64.6053831406142, -64.6053831406142, -64.5553831406142, -64.5053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
22141,0,44,Amazônia,1,2019,"list(list(c(-64.4553831406142, -64.4553831406142, -64.5053831406142, -64.5553831406142, -64.5553831406142, -64.5053831406142, -64.4553831406142, -9.33211875393608, -9.27438372701712, -9.24551621355764, -9.27438372701712, -9.33211875393608, -9.36098626739556, -9.33211875393608)))"
22268,0,41,Amazônia,1,2019,"list(list(c(-64.4053831406142, -64.4053831406142, -64.4553831406142, -64.5053831406142, -64.5053831406142, -64.4553831406142, -64.4053831406142, -9.41872129431453, -9.36098626739556, -9.33211875393608, -9.36098626739556, -9.41872129431453, -9.44758880777401, -9.41872129431453)))"
22269,25,36,Amazônia,1,2019,"list(list(c(-64.4053831406142, -64.4053831406142, -64.4553831406142, -64.5053831406142, -64.5053831406142, -64.4553831406142, -64.4053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
22395,0,75,Amazônia,1,2019,"list(list(c(-64.3553831406142, -64.3553831406142, -64.4053831406142, -64.4553831406142, -64.4553831406142, -64.4053831406142, -64.3553831406142, -9.33211875393608, -9.27438372701712, -9.24551621355764, -9.27438372701712, -9.33211875393608, -9.36098626739556, -9.33211875393608)))"
22396,0,87,Amazônia,1,2019,"list(list(c(-64.3553831406142, -64.3553831406142, -64.4053831406142, -64.4553831406142, -64.4553831406142, -64.4053831406142, -64.3553831406142, -9.15891367317919, -9.10117864626023, -9.07231113280075, -9.10117864626023, -9.15891367317919, -9.18778118663867, -9.15891367317919)))"
22522,0,50,Amazônia,1,2019,"list(list(c(-64.3053831406142, -64.3053831406142, -64.3553831406142, -64.4053831406142, -64.4053831406142, -64.3553831406142, -64.3053831406142, -9.41872129431453, -9.36098626739556, -9.33211875393608, -9.36098626739556, -9.41872129431453, -9.44758880777401, -9.41872129431453)))"
22523,0,52,Amazônia,1,2019,"list(list(c(-64.3053831406142, -64.3053831406142, -64.3553831406142, -64.4053831406142, -64.4053831406142, -64.3553831406142, -64.3053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
22524,0,29,Amazônia,1,2019,"list(list(c(-64.3053831406142, -64.3053831406142, -64.3553831406142, -64.4053831406142, -64.4053831406142, -64.3553831406142, -64.3053831406142, -9.07231113280075, -9.01457610588179, -8.98570859242231, -9.01457610588179, -9.07231113280075, -9.10117864626023, -9.07231113280075)))"
22648,0,38,Amazônia,1,2019,"list(list(c(-64.2553831406142, -64.2553831406142, -64.3053831406142, -64.3553831406142, -64.3553831406142, -64.3053831406142, -64.2553831406142, -9.50532383469297, -9.44758880777401, -9.41872129431453, -9.44758880777401, -9.50532383469297, -9.53419134815245, -9.50532383469297)))"
22649,22,26,Amazônia,1,2019,"list(list(c(-64.2553831406142, -64.2553831406142, -64.3053831406142, -64.3553831406142, -64.3553831406142, -64.3053831406142, -64.2553831406142, -9.33211875393608, -9.27438372701712, -9.24551621355764, -9.27438372701712, -9.33211875393608, -9.36098626739556, -9.33211875393608)))"
22650,0,37,Amazônia,1,2019,"list(list(c(-64.2553831406142, -64.2553831406142, -64.3053831406142, -64.3553831406142, -64.3553831406142, -64.3053831406142, -64.2553831406142, -9.15891367317919, -9.10117864626023, -9.07231113280075, -9.10117864626023, -9.15891367317919, -9.18778118663867, -9.15891367317919)))"
22651,0,24,Amazônia,1,2019,"list(list(c(-64.2553831406142, -64.2553831406142, -64.3053831406142, -64.3553831406142, -64.3553831406142, -64.3053831406142, -64.2553831406142, -8.9857085924223, -8.92797356550335, -8.89910605204386, -8.92797356550335, -8.98570859242231, -9.01457610588179, -8.9857085924223)))"
22777,21,37,Amazônia,1,2019,"list(list(c(-64.2053831406142, -64.2053831406142, -64.2553831406142, -64.3053831406142, -64.3053831406142, -64.2553831406142, -64.2053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
22778,0,25,Amazônia,1,2019,"list(list(c(-64.2053831406142, -64.2053831406142, -64.2553831406142, -64.3053831406142, -64.3053831406142, -64.2553831406142, -64.2053831406142, -9.07231113280075, -9.01457610588179, -8.9857085924223, -9.01457610588179, -9.07231113280075, -9.10117864626023, -9.07231113280075)))"
22779,0,29,Amazônia,1,2019,"list(list(c(-64.2053831406142, -64.2053831406142, -64.2553831406142, -64.3053831406142, -64.3053831406142, -64.2553831406142, -64.2053831406142, -8.89910605204386, -8.8413710251249, -8.81250351166542, -8.8413710251249, -8.89910605204386, -8.92797356550335, -8.89910605204386)))"
22780,0,62,Amazônia,1,2019,"list(list(c(-64.2053831406142, -64.2053831406142, -64.2553831406142, -64.3053831406142, -64.3053831406142, -64.2553831406142, -64.2053831406142, -8.72590097128697, -8.66816594436801, -8.63929843090853, -8.66816594436801, -8.72590097128697, -8.75476848474646, -8.72590097128697)))"
22906,0,49,Amazônia,1,2019,"list(list(c(-64.1553831406142, -64.1553831406142, -64.2053831406142, -64.2553831406142, -64.2553831406142, -64.2053831406142, -64.1553831406142, -8.81250351166542, -8.75476848474646, -8.72590097128697, -8.75476848474646, -8.81250351166542, -8.8413710251249, -8.81250351166542)))"
22907,0,26,Amazônia,1,2019,"list(list(c(-64.1553831406142, -64.1553831406142, -64.2053831406142, -64.2553831406142, -64.2553831406142, -64.2053831406142, -64.1553831406142, -8.63929843090853, -8.58156340398957, -8.55269589053009, -8.58156340398957, -8.63929843090853, -8.66816594436801, -8.63929843090853)))"
23012,0,22,Amazônia,1,2019,"list(list(c(-64.1053831406142, -64.1053831406142, -64.1553831406142, -64.1820386533857, -64.1760681289999, -64.173403133, -64.1716423319999, -64.1747832189999, -64.172689294, -64.1694532269999, -64.159887795, -64.1451784599999, -64.1418379289999, -64.145546846, -64.145135136, -64.1421370139999, -64.134046848, -64.128050606, -64.1224350779999, -64.1260042689999, -64.1240531109999, -64.119532136, -64.1153442839999, -64.1053831406142, -12.4950542315024, -12.4786777210195, -12.4498102075601, -12.4652017196593, 
-12.465586899, -12.467109754, -12.48995258, -12.500041495, -12.510653891, -12.513604423, -12.5134616549999, -12.5054079939999, -12.4999576549999, -12.4898894309999, -12.48081545, -12.4775317939999, -12.476580009, -12.479054649, -12.4871448159999, -12.5029444369999, -12.5053714869999, -12.504086578, -12.4969957849999, -12.4950542315024)))"
23035,0,22,Amazônia,1,2019,"list(list(c(-64.1053831406142, -64.1053831406142, -64.1553831406142, -64.2053831406142, -64.2053831406142, -64.1553831406142, -64.1053831406142, -8.55269589053009, -8.49496086361112, -8.46609335015164, -8.49496086361112, -8.55269589053009, -8.58156340398957, -8.55269589053009)))"
23159,0,27,Amazônia,1,2019,"list(list(c(-64.0553831406142, -64.0553831406142, -64.1053831406142, -64.1553831406142, -64.1553831406142, -64.1053831406142, -64.0553831406142, -8.98570859242231, -8.92797356550335, -8.89910605204386, -8.92797356550335, -8.9857085924223, -9.01457610588179, -8.98570859242231)))"
23287,0,31,Amazônia,1,2019,"list(list(c(-64.0053831406142, -64.0053831406142, -64.0553831406142, -64.1053831406142, -64.1053831406142, -64.0553831406142, -64.0053831406142, -8.89910605204386, -8.8413710251249, -8.81250351166542, -8.8413710251249, -8.89910605204386, -8.92797356550335, -8.89910605204386)))"
23291,0,26,Amazônia,1,2019,"list(list(c(-64.0053831406142, -64.0053831406142, -64.0553831406142, -64.1053831406142, -64.1053831406142, -64.0553831406142, -64.0053831406142, -8.20628572901631, -8.14855070209735, -8.11968318863787, -8.14855070209735, -8.20628572901631, -8.23515324247579, -8.20628572901631)))"
23414,0,56,Amazônia,1,2019,"list(list(c(-63.9553831406142, -63.9553831406142, -64.0053831406142, -64.0553831406142, -64.0553831406142, -64.0053831406142, -63.9553831406142, -8.81250351166542, -8.75476848474646, -8.72590097128697, -8.75476848474646, -8.81250351166542, -8.8413710251249, -8.81250351166542)))"
23523,19,21,Amazônia,1,2019,"list(list(c(-63.9053831406142, -63.9053831406142, -63.9553831406142, -64.0053831406142, -64.0053831406142, -63.9553831406142, -63.9053831406142, -12.0167975056678, -11.9590624787489, -11.9301949652894, -11.9590624787489, -12.0167975056678, -12.0456650191273, -12.0167975056678)))"
23647,0,46,Amazônia,1,2019,"list(list(c(-63.8618671395212, -63.8553831406142, -63.8553831406142, -63.9053831406142, -63.9553831406142, -63.9553831406142, -63.9053831406142, -63.8963391465044, -63.890686032, -63.892456351, -63.888059106, -63.878750655, -63.8618671395212, -12.4535546276316, -12.4498102075601, -12.3920751806411, -12.3632076671816, -12.3920751806411, -12.4498102075601, -12.4786777210195, -12.4734573263429, -12.464203712, -12.4500982669999, -12.445701023, -12.4447302029999, -12.4535546276316)))"
23794,23,48,Amazônia,1,2019,"list(list(c(-63.8053831406142, -63.8053831406142, -63.8553831406142, -63.9053831406142, -63.9053831406142, -63.8553831406142, -63.8053831406142, -9.07231113280075, -9.01457610588179, -8.98570859242231, -9.01457610588179, -9.07231113280075, -9.10117864626023, -9.07231113280075)))"
23803,1,21,Amazônia,1,2019,"list(list(c(-63.8053831406142, -63.8053831406142, -63.8553831406142, -63.9053831406142, -63.9053831406142, -63.8553831406142, -63.8053831406142, -7.51346540598876, -7.4557303790698, -7.42686286561032, -7.4557303790698, -7.51346540598876, -7.54233291944824, -7.51346540598876)))"
23920,17,32,Amazônia,1,2019,"list(list(c(-63.7553831406142, -63.7553831406142, -63.8053831406142, -63.8553831406142, -63.8553831406142, -63.8053831406142, -63.7553831406142, -9.15891367317919, -9.10117864626023, -9.07231113280075, -9.10117864626023, -9.15891367317919, -9.18778118663867, -9.15891367317919)))"
24050,29,21,Amazônia,1,2019,"list(list(c(-63.7053831406142, -63.7053831406142, -63.7553831406142, -63.8053831406142, -63.8053831406142, -63.7553831406142, -63.7053831406142, -8.72590097128697, -8.66816594436801, -8.63929843090853, -8.66816594436801, -8.72590097128697, -8.75476848474646, -8.72590097128697)))"
24174,12,58,Amazônia,1,2019,"list(list(c(-63.6553831406142, -63.6553831406142, -63.7053831406142, -63.7553831406142, -63.7553831406142, -63.7053831406142, -63.6553831406142, -9.15891367317919, -9.10117864626023, -9.07231113280075, -9.10117864626023, -9.15891367317919, -9.18778118663867, -9.15891367317919)))"
24177,2,27,Amazônia,1,2019,"list(list(c(-63.6553831406142, -63.6553831406142, -63.7053831406142, -63.7553831406142, -63.7553831406142, -63.7053831406142, -63.6553831406142, -8.63929843090853, -8.58156340398957, -8.55269589053009, -8.58156340398957, -8.63929843090853, -8.66816594436801, -8.63929843090853)))"
24301,13,42,Amazônia,1,2019,"list(list(c(-63.6053831406142, -63.6053831406142, -63.6553831406142, -63.7053831406142, -63.7053831406142, -63.6553831406142, -63.6053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
24553,11,33,Amazônia,1,2019,"list(list(c(-63.5053831406142, -63.5053831406142, -63.5553831406142, -63.6053831406142, -63.6053831406142, -63.5553831406142, -63.5053831406142, -9.59192637507141, -9.53419134815245, -9.50532383469297, -9.53419134815245, -9.59192637507141, -9.62079388853089, -9.59192637507141)))"
24554,16,28,Amazônia,1,2019,"list(list(c(-63.5053831406142, -63.5053831406142, -63.5553831406142, -63.6053831406142, -63.6053831406142, -63.5553831406142, -63.5053831406142, -9.41872129431453, -9.36098626739556, -9.33211875393608, -9.36098626739556, -9.41872129431453, -9.44758880777401, -9.41872129431453)))"
24555,24,100,Amazônia,1,2019,"list(list(c(-63.5053831406142, -63.5053831406142, -63.5553831406142, -63.6053831406142, -63.6053831406142, -63.5553831406142, -63.5053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
24565,1,31,Amazônia,1,2019,"list(list(c(-63.5053831406142, -63.5053831406142, -63.5553831406142, -63.6053831406142, -63.6053831406142, -63.5553831406142, -63.5053831406142, -7.51346540598876, -7.4557303790698, -7.42686286561032, -7.4557303790698, -7.51346540598876, -7.54233291944824, -7.51346540598876)))"
24665,15,22,Amazônia,1,2019,"list(list(c(-63.4553831406142, -63.4553831406142, -63.5053831406142, -63.5553831406142, -63.5553831406142, -63.5053831406142, -63.4553831406142, -12.1034000460463, -12.0456650191273, -12.0167975056678, -12.0456650191273, -12.1034000460463, -12.1322675595058, -12.1034000460463)))"
24682,23,22,Amazônia,1,2019,"list(list(c(-63.4553831406142, -63.4553831406142, -63.5053831406142, -63.5553831406142, -63.5553831406142, -63.5053831406142, -63.4553831406142, -9.15891367317919, -9.10117864626023, -9.07231113280075, -9.10117864626023, -9.15891367317919, -9.18778118663867, -9.15891367317919)))"
24793,17,41,Amazônia,1,2019,"list(list(c(-63.4053831406142, -63.4053831406142, -63.4553831406142, -63.5053831406142, -63.5053831406142, -63.4553831406142, -63.4053831406142, -12.0167975056678, -11.9590624787489, -11.9301949652894, -11.9590624787489, -12.0167975056678, -12.0456650191273, -12.0167975056678)))"
24809,24,41,Amazônia,1,2019,"list(list(c(-63.4053831406142, -63.4053831406142, -63.4553831406142, -63.5053831406142, -63.5053831406142, -63.4553831406142, -63.4053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
24817,1,60,Amazônia,1,2019,"list(list(c(-63.4053831406142, -63.4053831406142, -63.4553831406142, -63.5053831406142, -63.5053831406142, -63.4553831406142, -63.4053831406142, -7.85987556750254, -7.80214054058357, -7.77327302712409, -7.80214054058357, -7.85987556750254, -7.88874308096202, -7.85987556750254)))"
24920,16,29,Amazônia,1,2019,"list(list(c(-63.3553831406142, -63.3553831406142, -63.4053831406142, -63.4553831406142, -63.4553831406142, -63.4053831406142, -63.3553831406142, -11.9301949652894, -11.8724599383704, -11.843592424911, -11.8724599383704, -11.9301949652894, -11.9590624787489, -11.9301949652894)))"
24933,14,29,Amazônia,1,2019,"list(list(c(-63.3553831406142, -63.3553831406142, -63.4053831406142, -63.4553831406142, -63.4553831406142, -63.4053831406142, -63.3553831406142, -9.67852891544986, -9.62079388853089, -9.59192637507141, -9.62079388853089, -9.67852891544986, -9.70739642890934, -9.67852891544986)))"
24935,2,40,Amazônia,1,2019,"list(list(c(-63.3553831406142, -63.3553831406142, -63.4053831406142, -63.4553831406142, -63.4553831406142, -63.4053831406142, -63.3553831406142, -9.33211875393608, -9.27438372701712, -9.24551621355764, -9.27438372701712, -9.33211875393608, -9.36098626739556, -9.33211875393608)))"
24940,0,31,Amazônia,1,2019,"list(list(c(-63.3553831406142, -63.3553831406142, -63.4053831406142, -63.4553831406142, -63.4553831406142, -63.4053831406142, -63.3553831406142, -8.46609335015164, -8.40835832323268, -8.3794908097732, -8.40835832323268, -8.46609335015164, -8.49496086361112, -8.46609335015164)))"
24945,1,22,Amazônia,1,2019,"list(list(c(-63.3553831406142, -63.3553831406142, -63.4053831406142, -63.4553831406142, -63.4553831406142, -63.4053831406142, -63.3553831406142, -7.6000679463672, -7.54233291944824, -7.51346540598876, -7.54233291944824, -7.6000679463672, -7.62893545982669, -7.6000679463672)))"
25198,1,32,Amazônia,1,2019,"list(list(c(-63.2553831406142, -63.2553831406142, -63.3053831406142, -63.3553831406142, -63.3553831406142, -63.3053831406142, -63.2553831406142, -7.77327302712409, -7.71553800020513, -7.68667048674565, -7.71553800020513, -7.77327302712409, -7.80214054058357, -7.77327302712409)))"
25317,18,23,Amazônia,1,2019,"list(list(c(-63.2053831406142, -63.2053831406142, -63.2553831406142, -63.3053831406142, -63.3053831406142, -63.2553831406142, -63.2053831406142, -9.24551621355764, -9.18778118663867, -9.15891367317919, -9.18778118663867, -9.24551621355764, -9.27438372701712, -9.24551621355764)))"
25568,0,29,Amazônia,1,2019,"list(list(c(-63.1053831406142, -63.1053831406142, -63.1553831406142, -63.2053831406142, -63.2053831406142, -63.1553831406142, -63.1053831406142, -9.7651314558283, -9.70739642890934, -9.67852891544986, -9.70739642890934, -9.7651314558283, -9.79399896928778, -9.7651314558283)))"
