ID,c_length,n,name_biome,code_biome,year,geometry
35971,0,36,Amazônia,1,2019,"list(list(c(-59.0053831406142, -59.0053831406142, -59.0553831406142, -59.1053831406142, -59.1053831406142, -59.0553831406142, -59.0053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
35975,0,35,Amazônia,1,2019,"list(list(c(-59.0053831406142, -59.0053831406142, -59.0553831406142, -59.1053831406142, -59.1053831406142, -59.0553831406142, -59.0053831406142, -10.9775670211265, -10.9198319942076, -10.8909644807481, -10.9198319942076, -10.9775670211265, -11.006434534586, -10.9775670211265)))"
36102,19,33,Amazônia,1,2019,"list(list(c(-58.9553831406142, -58.9553831406142, -59.0053831406142, -59.0553831406142, -59.0553831406142, -59.0053831406142, -58.9553831406142, -10.8909644807481, -10.8332294538291, -10.8043619403696, -10.8332294538291, -10.8909644807481, -10.9198319942076, -10.8909644807481)))"
36226,25,27,Amazônia,1,2019,"list(list(c(-58.9053831406142, -58.9053831406142, -58.9553831406142, -59.0053831406142, -59.0053831406142, -58.9553831406142, -58.9053831406142, -11.4971822633972, -11.4394472364782, -11.4105797230187, -11.4394472364782, -11.4971822633972, -11.5260497768567, -11.4971822633972)))"
36229,0,23,Amazônia,1,2019,"list(list(c(-58.9053831406142, -58.9053831406142, -58.9553831406142, -59.0053831406142, -59.0053831406142, -58.9553831406142, -58.9053831406142, -10.9775670211265, -10.9198319942076, -10.8909644807481, -10.9198319942076, -10.9775670211265, -11.006434534586, -10.9775670211265)))"
36355,0,58,Amazônia,1,2019,"list(list(c(-58.8553831406142, -58.8553831406142, -58.9053831406142, -58.9553831406142, -58.9553831406142, -58.9053831406142, -58.8553831406142, -11.064169561505, -11.006434534586, -10.9775670211265, -11.006434534586, -11.064169561505, -11.0930370749644, -11.064169561505)))"
36605,9,29,Amazônia,1,2019,"list(list(c(-58.7553831406142, -58.7553831406142, -58.8053831406142, -58.8553831406142, -58.8553831406142, -58.8053831406142, -58.7553831406142, -11.7569898845325, -11.6992548576135, -11.6703873441541, -11.6992548576135, -11.7569898845325, -11.785857397992, -11.7569898845325)))"
36707,13,28,Amazônia,1,2019,"list(list(c(-58.7351405989519, -58.7053831406142, -58.7053831406142, -58.7553831406142, -58.7580010089947, -58.7568988739999, -58.7517634, -58.746196795, -58.746157383, -58.754236896, -58.7562117139999, -58.7536442679999, -58.7514802829999, -58.747706705, -58.7424296119999, -58.736461795, -58.733235981, -58.7195756839999, -58.719848731, -58.7280926499999, -58.733106441, -58.7333340909999, -58.730656354, -58.7376191389999, -58.7406917209999, -58.7398460849999, -58.7351405989519, -16.1909023452526, 
-16.1737194438331, -16.1159844169142, -16.0871169034547, -16.0886288271273, -16.088875907, -16.096628313, -16.1002178659999, -16.103934379, -16.108733788, -16.1131873839999, -16.122261477, -16.125128468, -16.127153248, -16.127354745, -16.120565722, -16.1197311109999, -16.1306081879999, -16.1336371259999, -16.140534212, -16.1499161409999, -16.162142588, -16.1742169459999, -16.179277011, -16.184122226, -16.1865296439999, -16.1909023452526)))"
36734,0,46,Amazônia,1,2019,"list(list(c(-58.7053831406142, -58.7053831406142, -58.7553831406142, -58.8053831406142, -58.8053831406142, -58.7553831406142, -58.7053831406142, -11.4971822633972, -11.4394472364782, -11.4105797230187, -11.4394472364782, -11.4971822633972, -11.5260497768567, -11.4971822633972)))"
36835,8,38,Amazônia,1,2019,"list(list(c(-58.6553831406142, -58.6553831406142, -58.7053831406142, -58.7553831406142, -58.7553831406142, -58.7053831406142, -58.6553831406142, -15.9139118226978, -15.8561767957789, -15.8273092823194, -15.8561767957789, -15.9139118226978, -15.9427793361573, -15.9139118226978)))"
36860,16,31,Amazônia,1,2019,"list(list(c(-58.6553831406142, -58.6553831406142, -58.7053831406142, -58.7553831406142, -58.7553831406142, -58.7053831406142, -58.6553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
36861,0,44,Amazônia,1,2019,"list(list(c(-58.6553831406142, -58.6553831406142, -58.7053831406142, -58.7553831406142, -58.7553831406142, -58.7053831406142, -58.6553831406142, -11.4105797230187, -11.3528446960998, -11.3239771826403, -11.3528446960998, -11.4105797230187, -11.4394472364782, -11.4105797230187)))"
36987,0,94,Amazônia,1,2019,"list(list(c(-58.6053831406142, -58.6053831406142, -58.6553831406142, -58.7053831406142, -58.7053831406142, -58.6553831406142, -58.6053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
36988,0,68,Amazônia,1,2019,"list(list(c(-58.6053831406142, -58.6053831406142, -58.6553831406142, -58.7053831406142, -58.7053831406142, -58.6553831406142, -58.6053831406142, -11.4971822633972, -11.4394472364782, -11.4105797230187, -11.4394472364782, -11.4971822633972, -11.5260497768567, -11.4971822633972)))"
36990,0,24,Amazônia,1,2019,"list(list(c(-58.6053831406142, -58.6053831406142, -58.6553831406142, -58.7053831406142, -58.7053831406142, -58.6553831406142, -58.6053831406142, -11.1507721018834, -11.0930370749644, -11.064169561505, -11.0930370749644, -11.1507721018834, -11.1796396153429, -11.1507721018834)))"
37112,1,182,Amazônia,1,2019,"list(list(c(-58.5553831406142, -58.5553831406142, -58.6053831406142, -58.6553831406142, -58.6553831406142, -58.6053831406142, -58.5553831406142, -11.9301949652894, -11.8724599383704, -11.843592424911, -11.8724599383704, -11.9301949652894, -11.9590624787489, -11.9301949652894)))"
37114,0,56,Amazônia,1,2019,"list(list(c(-58.5553831406142, -58.5553831406142, -58.6053831406142, -58.6553831406142, -58.6553831406142, -58.6053831406142, -58.5553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
37115,0,30,Amazônia,1,2019,"list(list(c(-58.5553831406142, -58.5553831406142, -58.6053831406142, -58.6553831406142, -58.6553831406142, -58.6053831406142, -58.5553831406142, -11.4105797230187, -11.3528446960998, -11.3239771826403, -11.3528446960998, -11.4105797230187, -11.4394472364782, -11.4105797230187)))"
37215,15,39,Amazônia,1,2019,"list(list(c(-58.5053831406142, -58.5053831406142, -58.5553831406142, -58.6053831406142, -58.6053831406142, -58.5553831406142, -58.5053831406142, -16.1737194438331, -16.1159844169142, -16.0871169034547, -16.1159844169142, -16.1737194438331, -16.2025869572926, -16.1737194438331)))"
37217,1,29,Amazônia,1,2019,"list(list(c(-58.5053831406142, -58.5053831406142, -58.5553831406142, -58.6053831406142, -58.6053831406142, -58.5553831406142, -58.5053831406142, -15.8273092823194, -15.7695742554004, -15.7407067419409, -15.7695742554004, -15.8273092823194, -15.8561767957789, -15.8273092823194)))"
37240,1,54,Amazônia,1,2019,"list(list(c(-58.5053831406142, -58.5053831406142, -58.5553831406142, -58.6053831406142, -58.6053831406142, -58.5553831406142, -58.5053831406142, -11.843592424911, -11.785857397992, -11.7569898845325, -11.785857397992, -11.843592424911, -11.8724599383704, -11.843592424911)))"
37241,22,24,Amazônia,1,2019,"list(list(c(-58.5053831406142, -58.5053831406142, -58.5553831406142, -58.6053831406142, -58.6053831406142, -58.5553831406142, -58.5053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
37242,0,34,Amazônia,1,2019,"list(list(c(-58.5053831406142, -58.5053831406142, -58.5553831406142, -58.6053831406142, -58.6053831406142, -58.5553831406142, -58.5053831406142, -11.4971822633972, -11.4394472364782, -11.4105797230187, -11.4394472364782, -11.4971822633972, -11.5260497768567, -11.4971822633972)))"
37342,29,24,Amazônia,1,2019,"list(list(c(-58.4553831406142, -58.4553831406142, -58.5053831406142, -58.5553831406142, -58.5553831406142, -58.5053831406142, -58.4553831406142, -16.0871169034547, -16.0293818765357, -16.0005143630763, -16.0293818765357, -16.0871169034547, -16.1159844169142, -16.0871169034547)))"
37367,1,48,Amazônia,1,2019,"list(list(c(-58.4553831406142, -58.4553831406142, -58.5053831406142, -58.5553831406142, -58.5553831406142, -58.5053831406142, -58.4553831406142, -11.7569898845325, -11.6992548576135, -11.6703873441541, -11.6992548576135, -11.7569898845325, -11.785857397992, -11.7569898845325)))"
37368,0,40,Amazônia,1,2019,"list(list(c(-58.4553831406142, -58.4553831406142, -58.5053831406142, -58.5553831406142, -58.5553831406142, -58.5053831406142, -58.4553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
37369,1,41,Amazônia,1,2019,"list(list(c(-58.4553831406142, -58.4553831406142, -58.5053831406142, -58.5553831406142, -58.5553831406142, -58.5053831406142, -58.4553831406142, -11.4105797230187, -11.3528446960998, -11.3239771826403, -11.3528446960998, -11.4105797230187, -11.4394472364782, -11.4105797230187)))"
37371,0,34,Amazônia,1,2019,"list(list(c(-58.4553831406142, -58.4553831406142, -58.5053831406142, -58.5553831406142, -58.5553831406142, -58.5053831406142, -58.4553831406142, -11.064169561505, -11.006434534586, -10.9775670211265, -11.006434534586, -11.064169561505, -11.0930370749644, -11.064169561505)))"
37469,19,24,Amazônia,1,2019,"list(list(c(-58.4354974939025, -58.4553831406142, -58.5053831406142, -58.5053831406142, -58.4553831406142, -58.441374294216, -58.449608328, -58.4528602239999, -58.453031676, -58.449971568, -58.4336801769999, -58.429738847, -58.428971476, -58.426985665, -58.436162571, -58.438693739, -58.4354974939025, -16.0986002850277, -16.0871169034547, -16.1159844169142, -16.1737194438331, -16.2025869572926, -16.194500975793, -16.1857878219999, -16.1801961149999, -16.1701564409999, -16.165535059, -16.156090294, 
-16.1520451899999, -16.138122014, -16.1316084169999, -16.123676356, -16.118888978, -16.0986002850277)))"
37494,1,105,Amazônia,1,2019,"list(list(c(-58.4053831406142, -58.4053831406142, -58.4553831406142, -58.5053831406142, -58.5053831406142, -58.4553831406142, -58.4053831406142, -11.843592424911, -11.785857397992, -11.7569898845325, -11.785857397992, -11.843592424911, -11.8724599383704, -11.843592424911)))"
37495,24,42,Amazônia,1,2019,"list(list(c(-58.4053831406142, -58.4053831406142, -58.4553831406142, -58.5053831406142, -58.5053831406142, -58.4553831406142, -58.4053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
37496,0,50,Amazônia,1,2019,"list(list(c(-58.4053831406142, -58.4053831406142, -58.4553831406142, -58.5053831406142, -58.5053831406142, -58.4553831406142, -58.4053831406142, -11.4971822633972, -11.4394472364782, -11.4105797230187, -11.4394472364782, -11.4971822633972, -11.5260497768567, -11.4971822633972)))"
37597,28,26,Amazônia,1,2019,"list(list(c(-58.4051427484307, -58.3553831406142, -58.3553831406142, -58.4053831406142, -58.4553831406142, -58.4553831406142, -58.4211712337881, -58.4210478849999, -58.4051427484307, -15.9426405930828, -15.9139118226978, -15.8561767957789, -15.8273092823194, -15.8561767957789, -15.9139118226978, -15.9336662172027, -15.933678921, -15.9426405930828)))"
37619,1,27,Amazônia,1,2019,"list(list(c(-58.4540346010211, -58.4053831406142, -58.3553831406142, -58.3553831406142, -58.4053831406142, -58.4317070120406, -58.43250845, -58.4344187369999, -58.4391408579999, -58.453808829, -58.4553831406142, -58.4553831406142, -58.4540346010211, -12.1041788251477, -12.1322675595058, -12.1034000460463, -12.0456650191273, -12.0167975056678, -12.0319974815295, -12.054668615, -12.062026833, -12.0663087559999, -12.073193071, -12.07551788175, -12.1024828461732, -12.1041788251477)))"
37622,23,58,Amazônia,1,2019,"list(list(c(-58.3553831406142, -58.3553831406142, -58.4053831406142, -58.4553831406142, -58.4553831406142, -58.4053831406142, -58.3553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
37747,13,88,Amazônia,1,2019,"list(list(c(-58.3053831406142, -58.3053831406142, -58.3553831406142, -58.4053831406142, -58.4053831406142, -58.3553831406142, -58.3053831406142, -12.0167975056678, -11.9590624787489, -11.9301949652894, -11.9590624787489, -12.0167975056678, -12.0456650191273, -12.0167975056678)))"
37748,15,23,Amazônia,1,2019,"list(list(c(-58.3053831406142, -58.3053831406142, -58.3553831406142, -58.4053831406142, -58.4053831406142, -58.3553831406142, -58.3053831406142, -11.843592424911, -11.785857397992, -11.7569898845325, -11.785857397992, -11.843592424911, -11.8724599383704, -11.843592424911)))"
37749,21,25,Amazônia,1,2019,"list(list(c(-58.3053831406142, -58.3053831406142, -58.3553831406142, -58.4053831406142, -58.4053831406142, -58.3553831406142, -58.3053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
37850,3,62,Amazônia,1,2019,"list(list(c(-58.3433637820618, -58.3053831406142, -58.2553831406142, -58.2553831406142, -58.2655120600172, -58.274693897, -58.2879900249999, -58.2941141969999, -58.303916235, -58.3139158749999, -58.316339221, -58.321322429, -58.327291999, -58.329283715, -58.332511983, -58.3400503049999, -58.3433637820618, -16.0940581113244, -16.1159844169142, -16.0871169034547, -16.0293818765357, -16.0235355513178, -16.023904457, -16.019842629, -16.0198526599999, -16.0247872629999, -16.0268088479999, -16.028438446, 
-16.037626074, -16.04364833, -16.055984395, -16.0647454989999, -16.078149016, -16.0940581113244)))"
37872,0,25,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -12.2766051268032, -12.2188700998842, -12.1900025864247, -12.2188700998842, -12.2766051268032, -12.3054726402627, -12.2766051268032)))"
37873,16,35,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -12.1034000460463, -12.0456650191273, -12.0167975056678, -12.0456650191273, -12.1034000460463, -12.1322675595058, -12.1034000460463)))"
37874,20,102,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -11.9301949652894, -11.8724599383704, -11.843592424911, -11.8724599383704, -11.9301949652894, -11.9590624787489, -11.9301949652894)))"
37875,9,38,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -11.7569898845325, -11.6992548576135, -11.6703873441541, -11.6992548576135, -11.7569898845325, -11.785857397992, -11.7569898845325)))"
37876,21,97,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
37923,0,39,Amazônia,1,2019,"list(list(c(-58.2553831406142, -58.2553831406142, -58.3053831406142, -58.3553831406142, -58.3553831406142, -58.3053831406142, -58.2553831406142, -3.4431460082019, -3.38541098128293, -3.35654346782345, -3.38541098128293, -3.4431460082019, -3.47201352166138, -3.4431460082019)))"
37999,15,29,Amazônia,1,2019,"list(list(c(-58.2053831406142, -58.2053831406142, -58.2553831406142, -58.3053831406142, -58.3053831406142, -58.2553831406142, -58.2053831406142, -12.3632076671816, -12.3054726402627, -12.2766051268032, -12.3054726402627, -12.3632076671816, -12.3920751806411, -12.3632076671816)))"
38001,17,83,Amazônia,1,2019,"list(list(c(-58.2053831406142, -58.2053831406142, -58.2553831406142, -58.3053831406142, -58.3053831406142, -58.2553831406142, -58.2053831406142, -12.0167975056678, -11.9590624787489, -11.9301949652894, -11.9590624787489, -12.0167975056678, -12.0456650191273, -12.0167975056678)))"
38002,21,121,Amazônia,1,2019,"list(list(c(-58.2053831406142, -58.2053831406142, -58.2553831406142, -58.3053831406142, -58.3053831406142, -58.2553831406142, -58.2053831406142, -11.843592424911, -11.785857397992, -11.7569898845325, -11.785857397992, -11.843592424911, -11.8724599383704, -11.843592424911)))"
38003,20,85,Amazônia,1,2019,"list(list(c(-58.2053831406142, -58.2053831406142, -58.2553831406142, -58.3053831406142, -58.3053831406142, -58.2553831406142, -58.2053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
38051,0,76,Amazônia,1,2019,"list(list(c(-58.2053831406142, -58.2053831406142, -58.2553831406142, -58.3053831406142, -58.3053831406142, -58.2553831406142, -58.2053831406142, -3.35654346782345, -3.29880844090449, -3.26994092744501, -3.29880844090449, -3.35654346782345, -3.38541098128293, -3.35654346782345)))"
38102,5,35,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -16.4335270649685, -16.3757920380495, -16.34692452459, -16.3757920380495, -16.4335270649685, -16.462394578428, -16.4335270649685)))"
38127,13,33,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -12.1034000460463, -12.0456650191273, -12.0167975056678, -12.0456650191273, -12.1034000460463, -12.1322675595058, -12.1034000460463)))"
38128,21,69,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -11.9301949652894, -11.8724599383704, -11.843592424911, -11.8724599383704, -11.9301949652894, -11.9590624787489, -11.9301949652894)))"
38129,16,67,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -11.7569898845325, -11.6992548576135, -11.6703873441541, -11.6992548576135, -11.7569898845325, -11.785857397992, -11.7569898845325)))"
38130,19,128,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
38133,20,25,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -11.064169561505, -11.006434534586, -10.9775670211265, -11.006434534586, -11.064169561505, -11.0930370749644, -11.064169561505)))"
38177,0,25,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -3.4431460082019, -3.38541098128293, -3.35654346782345, -3.38541098128293, -3.4431460082019, -3.47201352166138, -3.4431460082019)))"
38178,0,30,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -3.26994092744501, -3.21220590052605, -3.18333838706657, -3.21220590052605, -3.26994092744501, -3.29880844090449, -3.26994092744501)))"
38181,0,102,Amazônia,1,2019,"list(list(c(-58.1553831406142, -58.1553831406142, -58.2053831406142, -58.2553831406142, -58.2553831406142, -58.2053831406142, -58.1553831406142, -2.75032568517435, -2.69259065825538, -2.6637231447959, -2.69259065825538, -2.75032568517435, -2.77919319863383, -2.75032568517435)))"
38230,4,35,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -16.34692452459, -16.2891894976711, -16.2603219842116, -16.2891894976711, -16.34692452459, -16.3757920380495, -16.34692452459)))"
38231,4,47,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -16.1737194438331, -16.1159844169142, -16.0871169034547, -16.1159844169142, -16.1737194438331, -16.2025869572926, -16.1737194438331)))"
38253,14,70,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1691320135535, -58.169295866, -58.164797294, -58.1669237289999, -58.1566179849999, -58.1479880419999, -58.143277171, -58.139271047, -58.1343004919999, -58.1213207589999, -58.1127888939999, -58.105861004, -58.1053831406142, -12.3452042317977, -12.3054726402627, -12.2766051268032, -12.3054726402627, -12.3632076671816, -12.3841388123588, -12.376867728, -12.3701888889999, -12.3633821639999, 
-12.3527620479999, -12.3520528939999, -12.3536233979999, -12.3570584209999, -12.3572068289999, -12.347914599, -12.347789389, -12.345575394, -12.3452042317977)))"
38254,3,21,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -12.1900025864247, -12.1322675595058, -12.1034000460463, -12.1322675595058, -12.1900025864247, -12.2188700998842, -12.1900025864247)))"
38255,22,54,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -12.0167975056678, -11.9590624787489, -11.9301949652894, -11.9590624787489, -12.0167975056678, -12.0456650191273, -12.0167975056678)))"
38256,21,39,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -11.843592424911, -11.785857397992, -11.7569898845325, -11.785857397992, -11.843592424911, -11.8724599383704, -11.843592424911)))"
38257,18,144,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -11.6703873441541, -11.6126523172351, -11.5837848037756, -11.6126523172351, -11.6703873441541, -11.6992548576135, -11.6703873441541)))"
38261,0,31,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -10.9775670211265, -10.9198319942076, -10.8909644807481, -10.9198319942076, -10.9775670211265, -11.006434534586, -10.9775670211265)))"
38268,19,21,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -9.7651314558283, -9.70739642890934, -9.67852891544986, -9.70739642890934, -9.7651314558283, -9.79399896928778, -9.7651314558283)))"
38306,0,24,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -3.18333838706657, -3.1256033601476, -3.09673584668812, -3.1256033601476, -3.18333838706657, -3.21220590052605, -3.18333838706657)))"
38308,0,66,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -2.83692822555279, -2.77919319863383, -2.75032568517435, -2.77919319863383, -2.83692822555279, -2.86579573901227, -2.83692822555279)))"
38309,0,24,Amazônia,1,2019,"list(list(c(-58.1053831406142, -58.1053831406142, -58.1553831406142, -58.2053831406142, -58.2053831406142, -58.1553831406142, -58.1053831406142, -2.6637231447959, -2.60598811787694, -2.57712060441746, -2.60598811787694, -2.6637231447959, -2.69259065825538, -2.6637231447959)))"
38356,3,28,Amazônia,1,2019,"list(list(c(-58.0836956280804, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1389846893872, -58.1329522549999, -58.119643818, -58.097994107, -58.0822050679999, -58.0787504989999, -58.0753154799999, -58.0755427449999, -58.086081827, -58.0879394819999, -58.083960862, -58.0836956280804, -16.3594483127925, -16.34692452459, -16.3757920380495, -16.4335270649685, -16.4429969672368, -16.4339735869999, -16.424427842, -16.416576764, -16.4089177709999, -16.405105153, -16.3988174529999, -16.389728089, 
-16.376551977, -16.363069167, -16.359533091, -16.3594483127925)))"
38357,4,26,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -16.2603219842116, -16.2025869572926, -16.1737194438331, -16.2025869572926, -16.2603219842116, -16.2891894976711, -16.2603219842116)))"
38359,26,38,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -15.9139118226978, -15.8561767957789, -15.8273092823194, -15.8561767957789, -15.9139118226978, -15.9427793361573, -15.9139118226978)))"
38361,23,51,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -15.567501661184, -15.5097666342651, -15.4808991208056, -15.5097666342651, -15.567501661184, -15.5963691746435, -15.567501661184)))"
38380,1,44,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -12.2766051268032, -12.2188700998842, -12.1900025864247, -12.2188700998842, -12.2766051268032, -12.3054726402627, -12.2766051268032)))"
38381,1,37,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -12.1034000460463, -12.0456650191273, -12.0167975056678, -12.0456650191273, -12.1034000460463, -12.1322675595058, -12.1034000460463)))"
38382,13,25,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -11.9301949652894, -11.8724599383704, -11.843592424911, -11.8724599383704, -11.9301949652894, -11.9590624787489, -11.9301949652894)))"
38383,27,61,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -11.7569898845325, -11.6992548576135, -11.6703873441541, -11.6992548576135, -11.7569898845325, -11.785857397992, -11.7569898845325)))"
38384,18,83,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -11.5837848037756, -11.5260497768567, -11.4971822633972, -11.5260497768567, -11.5837848037756, -11.6126523172351, -11.5837848037756)))"
38385,16,22,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -11.4105797230187, -11.3528446960998, -11.3239771826403, -11.3528446960998, -11.4105797230187, -11.4394472364782, -11.4105797230187)))"
38387,0,21,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -11.064169561505, -11.006434534586, -10.9775670211265, -11.006434534586, -11.064169561505, -11.0930370749644, -11.064169561505)))"
38388,0,37,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -10.8909644807481, -10.8332294538291, -10.8043619403696, -10.8332294538291, -10.8909644807481, -10.9198319942076, -10.8909644807481)))"
38432,0,22,Amazônia,1,2019,"list(list(c(-58.0553831406142, -58.0553831406142, -58.1053831406142, -58.1553831406142, -58.1553831406142, -58.1053831406142, -58.0553831406142, -3.26994092744501, -3.21220590052605, -3.18333838706657, -3.21220590052605, -3.26994092744501, -3.29880844090449, -3.26994092744501)))"
